,overall
10247,5.0
16519,4.0
5365,5.0
6629,5.0
4465,5.0
21357,5.0
17646,4.0
8420,5.0
10641,5.0
7526,3.0
21962,4.0
9091,5.0
867,5.0
22322,4.0
8332,5.0
21001,3.0
8733,5.0
18607,4.0
5071,5.0
5691,5.0
16340,5.0
21133,3.0
6579,5.0
4777,5.0
21098,4.0
16620,2.0
14719,5.0
16367,4.0
4918,5.0
16943,1.0
5802,3.0
6811,3.0
10401,1.0
14656,3.0
20817,5.0
22367,5.0
9607,5.0
159,5.0
5345,2.0
3837,5.0
19121,5.0
8134,5.0
1967,5.0
23647,5.0
17989,5.0
13623,3.0
10800,5.0
1628,4.0
11941,5.0
1467,5.0
14636,4.0
12596,5.0
12431,5.0
12157,5.0
22861,3.0
6985,4.0
7346,5.0
12809,5.0
17055,5.0
22605,5.0
6369,5.0
110,4.0
12294,5.0
18797,3.0
15690,5.0
5594,5.0
1023,5.0
18959,4.0
1175,5.0
19305,4.0
2037,5.0
4233,5.0
171,5.0
3133,5.0
8996,2.0
23764,3.0
17914,3.0
10343,4.0
20278,4.0
20925,4.0
7557,5.0
17974,1.0
6895,5.0
3220,4.0
14851,5.0
7131,5.0
14206,5.0
20770,5.0
12902,4.0
11895,1.0
19605,4.0
18149,5.0
10602,2.0
8569,5.0
14850,5.0
7931,5.0
13985,4.0
16372,4.0
8491,5.0
4400,5.0
21414,4.0
21294,4.0
3201,5.0
7571,5.0
2604,4.0
10896,4.0
16910,5.0
22610,3.0
1095,5.0
8579,3.0
12580,5.0
10960,4.0
948,5.0
1973,5.0
8266,5.0
1178,3.0
11473,4.0
18485,5.0
18469,3.0
15942,5.0
636,4.0
3753,5.0
3589,4.0
18766,5.0
14302,4.0
1347,5.0
4838,5.0
17604,3.0
15357,5.0
16187,5.0
22110,3.0
18947,5.0
15696,5.0
9247,4.0
7899,4.0
2414,4.0
14402,5.0
21114,5.0
13170,1.0
7626,5.0
16125,3.0
22341,4.0
19834,5.0
14188,2.0
1248,5.0
557,4.0
23244,4.0
15123,4.0
2702,5.0
5492,5.0
22111,4.0
23688,4.0
4736,4.0
13434,5.0
11300,5.0
3847,5.0
11253,2.0
17507,5.0
18365,4.0
16670,4.0
7820,5.0
940,4.0
6017,4.0
12692,5.0
7172,3.0
12358,4.0
8499,5.0
23437,5.0
1884,3.0
8222,5.0
22007,3.0
19733,1.0
7803,4.0
1048,4.0
7433,5.0
4036,4.0
1789,3.0
1143,3.0
17228,2.0
13590,2.0
22148,3.0
20980,5.0
22447,5.0
12882,5.0
14135,4.0
16612,5.0
11613,5.0
3548,2.0
21030,5.0
2473,5.0
11944,4.0
4338,5.0
18426,4.0
365,4.0
15958,2.0
20893,5.0
11685,5.0
20192,4.0
16918,3.0
4337,5.0
18338,5.0
8849,4.0
13564,5.0
6760,5.0
2234,4.0
5273,5.0
7623,4.0
15263,5.0
17331,4.0
6852,4.0
8581,5.0
20186,4.0
12597,3.0
20472,5.0
2629,5.0
17342,5.0
9867,5.0
10551,4.0
13208,5.0
13268,4.0
23548,5.0
20901,2.0
19510,3.0
18750,4.0
21669,4.0
8195,5.0
864,3.0
16679,4.0
22659,4.0
3066,5.0
19333,3.0
23254,3.0
19721,5.0
11700,5.0
16745,4.0
3168,5.0
10606,2.0
11041,1.0
4395,4.0
23550,5.0
20212,2.0
22334,4.0
14618,4.0
14762,5.0
12080,3.0
7458,5.0
1170,5.0
23435,4.0
16631,1.0
14281,5.0
11889,4.0
18424,3.0
20401,3.0
19398,5.0
11727,4.0
19617,4.0
16370,4.0
7918,5.0
18917,3.0
20872,3.0
16393,4.0
7049,2.0
7896,4.0
8730,5.0
14501,4.0
23700,5.0
16800,5.0
19806,1.0
9346,5.0
6101,4.0
22439,5.0
21498,3.0
3701,3.0
10718,5.0
9477,5.0
8640,5.0
21151,5.0
23214,5.0
5466,5.0
22756,2.0
20721,3.0
9611,1.0
1851,5.0
21822,3.0
22173,4.0
21012,5.0
20382,5.0
387,5.0
12188,5.0
20354,3.0
16409,4.0
